idade,tempo_assinatura_meses,plano_assinatura,valor_mensal,visualizacoes_mes,tempo_medio_sessao_min,contatos_suporte,avaliacao_conteudo,metodo_pagamento,dispositivo_principal
51,27,Basico,40.63,101,97,1,3.4,credito,mobile
58,55,Premium,29.00,3,151,5,1.2,credito,computer
60,11,Premium,34.83,103,99,0,1.1,debito,smart_tv
42,33,Premium,27.10,198,161,1,3.5,boleto,smart_tv
24,22,Premium,52.82,187,34,5,3.8,debito,smart_tv
51,25,Basico,37.70,6,29,4,5,credito,smart_tv
53,2,Premium,23.21,51,94,2,2.4,debito,computer
38,10,Standard,55.44,179,148,4,3,credito,mobile
28,27,Standard,59.72,189,54,3,4.9,credito,mobile
20,50,Standard,31.16,183,67,5,1.8,boleto,computer
71,9,Standard,22.24,29,87,5,2.2,debito,smart_tv
33,49,Standard,43.89,2,161,0,4.6,boleto,smart_tv
30,60,Basico,58.73,53,48,2,2.7,credito,smart_tv
26,46,Standard,35.26,2,36,0,2.1,credito,mobile
22,53,Standard,43.94,128,18,4,4.6,credito,computer
60,41,Basico,24.03,36,42,4,3.8,debito,computer
32,55,Standard,57.24,40,30,1,3.9,credito,computer
46,49,Standard,52.39,165,158,0,3.3,credito,smart_tv
38,19,Premium,52.75,177,51,0,4.1,boleto,mobile
63,40,Standard,37.04,71,144,0,3.5,boleto,smart_tv
24,17,Standard,43.01,105,121,4,4.8,credito,mobile
65,26,Standard,41.83,172,37,1,1.6,credito,mobile
66,49,Basico,31.39,121,147,2,2.5,boleto,smart_tv
60,26,Basico,46.63,113,144,1,3.3,debito,mobile
72,60,Premium,21.36,170,129,2,4.3,debito,smart_tv
47,18,Standard,50.28,150,89,5,2.2,credito,computer
71,30,Basico,53.79,109,56,4,4.6,boleto,smart_tv
56,7,Basico,23.42,87,132,3,3.6,boleto,smart_tv
75,7,Basico,40.01,159,23,1,2.3,boleto,computer
53,58,Premium,34.17,179,62,5,4,credito,mobile
40,42,Standard,54.79,89,164,1,1.5,boleto,computer
60,13,Basico,44.77,137,21,3,1.9,debito,computer
33,16,Premium,28.69,19,18,1,3.1,credito,smart_tv
18,16,Standard,47.27,7,109,1,1.1,boleto,computer
71,60,Basico,43.59,6,125,2,2.6,debito,smart_tv
19,44,Premium,20.09,6,32,2,3.5,boleto,mobile
43,46,Premium,47.73,125,114,3,2.6,boleto,mobile
44,14,Standard,57.15,94,50,0,2.3,boleto,mobile
46,33,Basico,58.29,168,145,0,1.2,debito,mobile
51,26,Basico,34.24,130,64,0,1.5,debito,smart_tv
53,20,Premium,47.16,178,24,2,3.9,credito,computer
55,13,Premium,33.24,81,117,1,2.1,boleto,computer
68,50,Basico,22.56,82,60,5,4.5,debito,mobile
24,48,Standard,35.32,129,84,4,3.8,credito,mobile
28,13,Standard,57.85,190,169,5,2.2,credito,mobile
72,58,Premium,44.24,11,48,3,3.3,credito,computer
33,43,Premium,27.38,62,178,2,3.7,boleto,computer
47,37,Standard,39.83,152,99,1,3.7,credito,smart_tv
53,46,Basico,54.89,32,134,1,2.9,debito,mobile
28,5,Premium,56.14,52,78,2,4.8,credito,computer
34,41,Premium,54.11,169,173,3,3.6,boleto,mobile
67,48,Premium,49.29,129,66,0,3.2,credito,mobile
71,4,Standard,43.11,120,108,2,4.3,boleto,mobile
20,10,Basico,53.32,134,140,4,2.4,credito,smart_tv
34,1,Premium,48.00,85,22,3,1.8,credito,smart_tv
62,46,Premium,23.57,192,83,2,3.6,credito,smart_tv
53,31,Basico,49.73,155,41,5,3.9,debito,smart_tv
66,43,Premium,28.92,129,170,1,1,debito,smart_tv
47,33,Premium,48.12,188,96,0,4.4,credito,mobile
67,44,Basico,47.69,47,100,4,1.4,credito,computer
66,17,Premium,38.71,151,130,3,1.6,boleto,computer
51,47,Standard,46.59,145,141,3,2.6,debito,smart_tv
44,29,Standard,50.56,4,90,0,1.2,debito,smart_tv
63,42,Basico,39.10,108,148,1,4.3,debito,computer
66,28,Standard,56.09,35,10,3,3.9,credito,mobile
40,56,Premium,46.92,106,26,3,4.5,debito,computer
43,43,Basico,41.99,96,38,4,1.9,debito,computer
35,35,Standard,49.89,72,15,2,4.9,boleto,smart_tv
49,50,Basico,42.92,159,177,2,4.4,credito,smart_tv
36,30,Premium,27.27,34,90,0,3.2,debito,mobile
44,18,Premium,54.34,175,31,5,2.2,credito,smart_tv
52,16,Basico,24.39,4,53,3,4.2,debito,computer
43,35,Standard,26.58,107,143,5,3,debito,smart_tv
59,4,Basico,37.03,122,129,1,4.5,boleto,computer
71,22,Basico,55.45,124,30,1,4.2,boleto,smart_tv
56,21,Standard,31.73,84,19,5,2.6,debito,computer
24,53,Basico,53.09,65,117,1,3.6,credito,mobile
26,26,Standard,57.43,0,75,0,2.2,boleto,mobile
20,57,Basico,27.99,29,119,2,1,credito,smart_tv
70,57,Standard,20.27,34,20,4,5,boleto,smart_tv
66,49,Standard,24.20,194,154,5,2.3,debito,computer
29,8,Premium,31.14,92,41,2,1.5,debito,smart_tv
18,22,Basico,22.82,153,81,0,2.9,boleto,computer
32,60,Standard,26.26,109,95,1,1.2,credito,smart_tv
33,60,Standard,57.68,155,141,4,2.5,debito,mobile
22,43,Premium,40.65,185,174,3,3.5,boleto,smart_tv
70,30,Basico,48.88,190,27,5,1.6,debito,mobile
54,34,Basico,37.78,30,152,0,2.1,debito,smart_tv
28,30,Basico,35.81,95,127,0,2.8,credito,computer
34,48,Premium,19.94,110,21,5,1.1,debito,computer
30,34,Premium,26.39,175,78,4,2.7,boleto,computer
35,44,Basico,50.71,175,44,0,3,boleto,computer
48,59,Premium,56.59,158,135,4,5,boleto,computer
63,54,Premium,52.05,186,177,5,4.2,credito,mobile
62,23,Standard,58.64,137,178,0,4.3,credito,computer
44,36,Premium,27.99,109,37,2,4.3,boleto,computer
54,17,Standard,59.11,93,69,0,2.2,credito,smart_tv
33,56,Premium,21.64,179,150,0,4.1,debito,mobile
70,48,Premium,37.59,175,89,5,2.9,credito,smart_tv
73,31,Standard,56.66,197,25,5,2.2,credito,mobile
69,27,Standard,38.16,4,135,5,2.8,boleto,smart_tv
50,16,Basico,51.96,150,42,4,3.7,boleto,smart_tv
18,35,Standard,37.15,127,64,1,3,boleto,mobile
57,54,Premium,53.20,9,105,2,4.2,debito,computer
48,41,Basico,58.19,175,88,2,1.5,debito,smart_tv
52,51,Premium,35.28,81,117,3,1.1,boleto,computer
21,7,Premium,37.90,38,92,0,1.7,debito,mobile
42,24,Premium,26.42,187,37,1,4.3,boleto,smart_tv
28,15,Standard,33.24,125,69,3,3.3,boleto,computer
29,12,Basico,31.77,61,28,5,2.3,debito,mobile
31,7,Basico,53.81,197,119,4,3,boleto,mobile
22,8,Standard,45.03,24,156,1,1.2,boleto,mobile
65,8,Basico,35.47,103,123,5,4.2,credito,smart_tv
41,52,Basico,33.46,34,74,0,4.7,boleto,mobile
71,8,Standard,43.29,74,69,0,3.1,credito,smart_tv
18,36,Standard,38.03,122,111,0,2.6,debito,mobile
69,60,Basico,27.54,113,156,1,3.4,boleto,computer
28,17,Standard,45.36,22,58,1,4.1,boleto,mobile
32,42,Premium,32.99,67,87,3,3.6,boleto,computer
24,18,Standard,43.38,143,123,4,1.8,boleto,mobile
62,54,Standard,39.59,185,48,4,4.2,credito,mobile
31,58,Basico,39.05,71,177,0,3,credito,computer
32,51,Standard,54.10,192,174,0,3.5,boleto,smart_tv
45,49,Basico,40.46,126,117,2,2.1,credito,computer
28,45,Basico,48.59,155,65,3,4.4,debito,mobile
72,3,Basico,29.08,113,157,5,3.3,debito,mobile
61,8,Basico,49.20,87,41,2,2.6,debito,mobile
23,55,Basico,44.34,5,130,5,1.1,debito,mobile
24,26,Premium,58.15,159,23,3,3.8,debito,computer
63,34,Basico,43.92,29,170,4,1.5,boleto,computer
63,59,Standard,33.27,191,98,1,4.2,boleto,mobile
25,51,Basico,32.11,42,83,3,2.5,credito,computer
49,60,Standard,42.03,51,147,5,2.3,debito,computer
19,14,Standard,20.65,21,118,1,1.2,debito,mobile
51,33,Premium,30.14,159,61,3,1.9,credito,computer
28,52,Standard,49.82,163,53,4,4,debito,computer
62,11,Basico,31.18,4,134,0,3.6,boleto,computer
38,44,Standard,21.15,156,165,3,1.8,boleto,smart_tv
68,33,Standard,22.66,1,151,0,2.3,credito,mobile
68,8,Premium,24.38,62,127,2,3.9,boleto,computer
34,8,Standard,29.42,156,178,2,3.2,boleto,mobile
58,18,Premium,27.82,196,122,0,3.2,boleto,mobile
19,44,Standard,37.31,186,11,5,3.3,boleto,computer
18,57,Basico,33.30,180,34,0,3.3,boleto,smart_tv
19,58,Premium,32.49,51,111,1,4.4,boleto,mobile
27,29,Standard,35.33,56,43,2,4.9,boleto,smart_tv
42,41,Standard,21.43,192,59,4,2,boleto,smart_tv
18,38,Basico,23.14,76,11,0,1.4,debito,mobile
22,27,Basico,41.19,99,164,4,3.6,boleto,mobile
71,4,Standard,32.65,174,112,2,1.2,debito,mobile
34,13,Standard,45.52,95,16,2,3.9,debito,mobile
23,59,Standard,22.98,46,152,2,1.3,credito,computer
39,46,Standard,57.56,145,143,2,3.6,boleto,mobile
43,50,Premium,50.85,18,163,4,1.9,credito,mobile
53,5,Premium,53.43,144,39,4,3.9,debito,smart_tv
53,18,Premium,57.64,31,142,2,2.9,credito,smart_tv
66,10,Premium,52.04,175,137,2,3.6,boleto,mobile
72,42,Basico,56.68,191,43,0,1,debito,smart_tv
48,11,Basico,29.88,22,32,5,3.8,boleto,mobile
38,42,Standard,46.99,181,72,4,4.8,boleto,smart_tv
39,8,Basico,32.66,94,23,3,1.9,boleto,mobile
48,4,Basico,42.64,0,63,2,4.2,boleto,smart_tv
38,56,Standard,58.36,32,179,2,1.3,credito,computer
61,24,Standard,54.95,120,140,1,4.8,boleto,mobile
42,15,Basico,44.67,167,100,2,4,boleto,computer
37,16,Basico,46.07,144,176,5,2.3,debito,computer
43,34,Premium,44.06,137,45,5,1.9,boleto,smart_tv
28,56,Standard,41.62,89,54,3,2.9,debito,mobile
68,46,Basico,51.44,149,127,4,3.3,credito,smart_tv
24,28,Basico,26.29,52,133,3,4.8,boleto,smart_tv
41,8,Standard,54.46,110,59,2,4.7,debito,computer
42,43,Premium,19.94,106,90,5,2.5,debito,mobile
19,51,Standard,41.56,14,16,1,2.7,debito,computer
49,57,Standard,24.29,104,94,2,2.9,debito,smart_tv
31,37,Standard,49.04,79,37,3,3.5,boleto,mobile
21,38,Premium,59.60,129,59,0,4.8,debito,mobile
27,42,Standard,26.78,38,21,1,3,credito,mobile
56,7,Standard,29.23,144,113,5,1.4,credito,mobile
32,32,Premium,56.69,137,27,1,1.3,boleto,smart_tv
23,20,Premium,30.32,171,87,3,4.2,boleto,mobile
59,26,Premium,45.40,183,149,4,3.8,debito,computer
33,10,Standard,56.35,126,40,2,4.7,credito,smart_tv
20,44,Basico,31.98,148,92,1,3.4,credito,computer
67,17,Premium,54.49,17,134,1,2.3,debito,smart_tv
55,59,Premium,50.42,15,62,0,2.5,debito,smart_tv
51,54,Basico,59.46,68,115,4,3.7,boleto,mobile
48,11,Premium,22.84,8,139,4,4.6,boleto,mobile
59,45,Standard,35.21,13,83,2,4.9,debito,mobile
41,35,Standard,21.00,99,42,0,1.5,boleto,computer
19,23,Basico,26.44,8,124,2,4.5,boleto,computer
30,53,Standard,43.84,177,131,5,3.1,credito,mobile
19,53,Premium,23.53,79,47,1,1.4,debito,computer
41,31,Basico,28.10,83,17,0,1.1,debito,mobile
50,23,Premium,38.78,38,142,2,2.8,debito,computer
23,14,Premium,34.76,155,98,4,3.2,credito,smart_tv
74,59,Premium,51.54,171,25,1,3.6,debito,mobile
72,40,Standard,32.04,140,129,4,4.4,credito,smart_tv
75,8,Basico,37.66,107,99,4,2.3,boleto,smart_tv
24,56,Basico,39.47,105,122,5,2,debito,mobile
21,2,Premium,44.89,163,79,1,2.3,credito,mobile
39,5,Premium,46.58,34,83,1,1.3,boleto,smart_tv
75,10,Basico,58.77,146,125,2,3.3,credito,mobile
48,24,Standard,54.12,148,68,3,4.2,credito,mobile
38,55,Basico,49.61,178,109,5,3,credito,mobile
57,21,Basico,39.02,35,77,1,1.3,boleto,computer
18,24,Standard,40.58,2,123,3,4.5,credito,mobile
30,15,Premium,46.62,93,87,3,1.7,boleto,mobile
35,8,Standard,31.10,155,170,5,1.5,debito,computer
72,15,Basico,38.09,168,137,4,4.6,debito,computer
33,57,Standard,44.53,12,147,1,4.9,credito,smart_tv
70,22,Standard,38.95,196,44,5,2,debito,computer
61,58,Standard,25.32,14,165,0,2.3,debito,mobile
36,56,Basico,57.22,156,44,4,1.4,debito,computer
24,38,Basico,55.47,14,160,4,3.9,credito,computer
35,38,Basico,33.90,101,132,3,1,debito,computer
45,25,Premium,48.16,94,20,1,4.1,boleto,smart_tv
21,11,Premium,54.96,130,36,3,1.4,boleto,smart_tv
73,43,Standard,56.43,169,147,1,4.7,boleto,smart_tv
57,1,Premium,21.52,116,47,0,3.5,debito,mobile
53,38,Premium,22.57,139,172,1,2.9,credito,computer
47,16,Standard,37.66,58,62,3,4.6,debito,computer
21,38,Premium,21.23,85,130,3,1.2,boleto,mobile
57,22,Standard,54.80,86,120,2,5,credito,smart_tv
75,25,Standard,23.33,160,52,0,3.3,boleto,mobile
50,42,Premium,32.51,37,20,4,2.9,credito,mobile
55,12,Basico,27.70,172,151,2,1.2,debito,smart_tv
50,38,Premium,21.59,76,55,4,4.4,debito,smart_tv
39,33,Basico,48.54,102,168,2,1.7,credito,mobile
32,35,Standard,55.05,151,149,2,1.5,boleto,smart_tv
59,56,Basico,52.42,95,57,5,3.8,debito,mobile
60,13,Premium,43.82,39,85,1,4.3,credito,computer
57,7,Standard,28.81,171,122,2,2.5,credito,smart_tv
44,27,Standard,54.86,88,117,5,1.3,debito,smart_tv
71,7,Premium,20.32,181,20,2,2.9,credito,smart_tv
42,54,Premium,29.29,61,111,4,3.6,credito,smart_tv
39,59,Basico,25.96,142,168,4,3.3,credito,mobile
31,1,Standard,32.55,137,12,0,3.1,credito,mobile
66,26,Basico,55.08,8,177,2,1.9,credito,mobile
61,10,Premium,28.82,114,143,1,3,debito,mobile
72,29,Standard,34.52,173,149,0,1.4,credito,smart_tv
66,60,Premium,20.62,148,91,0,2.7,credito,smart_tv
58,56,Premium,38.29,28,148,5,2.4,debito,computer
37,50,Basico,50.36,149,12,4,3.8,debito,computer
42,54,Standard,51.24,0,39,4,4.7,credito,smart_tv
35,26,Basico,49.86,62,66,0,4.5,credito,mobile
18,26,Premium,54.65,43,42,3,2.7,debito,mobile
52,7,Standard,56.30,138,28,5,2.6,credito,mobile
29,33,Standard,58.03,27,98,0,4,debito,smart_tv
20,31,Standard,56.02,156,99,3,2,boleto,computer
67,45,Basico,45.99,76,53,0,4.3,credito,mobile
64,38,Premium,32.20,65,158,0,2.8,boleto,computer
46,50,Basico,26.55,3,145,5,3.5,boleto,smart_tv
38,60,Premium,35.82,61,51,2,1.7,credito,mobile
54,29,Basico,34.79,81,177,5,3.8,debito,mobile
46,5,Premium,25.63,184,67,4,2.2,debito,computer
46,25,Standard,21.25,125,52,2,3.5,debito,mobile
34,2,Premium,39.76,101,98,2,2.7,boleto,smart_tv
28,40,Basico,55.42,6,126,2,3.4,debito,smart_tv
28,50,Premium,46.21,131,93,5,4.2,boleto,computer
74,58,Premium,22.78,95,116,1,2,credito,smart_tv
46,49,Premium,54.81,86,179,0,4.1,debito,mobile
22,50,Premium,42.13,54,93,3,2.2,credito,computer
25,58,Basico,25.62,8,134,4,2.9,credito,computer
50,16,Premium,57.03,176,61,2,2.6,credito,smart_tv
54,17,Standard,52.66,26,44,5,4.2,debito,mobile
25,35,Standard,49.04,8,91,1,3.2,boleto,computer
47,16,Standard,41.37,42,18,4,2,debito,mobile
67,33,Premium,38.21,57,157,1,1,debito,smart_tv
18,26,Premium,35.72,30,159,0,3.3,credito,smart_tv
60,46,Basico,47.15,179,168,4,2.4,boleto,computer
55,50,Basico,31.99,131,50,3,2.2,debito,smart_tv
48,15,Basico,57.70,58,178,0,3.9,credito,mobile
69,47,Basico,51.70,157,165,2,3.8,debito,mobile
53,38,Basico,34.35,174,22,0,3.9,boleto,smart_tv
74,57,Standard,58.69,68,107,2,3.8,debito,mobile
58,40,Standard,28.20,66,48,2,3.5,boleto,smart_tv
75,31,Standard,54.39,153,156,2,3.5,credito,smart_tv
49,32,Basico,32.77,156,119,1,2.2,debito,smart_tv
50,49,Premium,39.82,113,130,3,3.6,boleto,computer
61,26,Basico,58.23,82,50,4,2.2,boleto,mobile
21,15,Basico,33.55,162,109,5,5,boleto,computer
25,45,Basico,46.60,95,63,0,1,debito,mobile
18,9,Premium,22.49,15,74,3,5,debito,smart_tv
35,5,Standard,33.61,93,169,4,1.9,debito,mobile
54,49,Premium,46.57,153,78,1,4.9,credito,smart_tv
51,15,Premium,50.61,174,171,5,2.4,credito,mobile
50,25,Basico,49.28,120,145,5,4,debito,computer
73,28,Premium,56.32,31,19,3,4.8,boleto,computer
50,25,Premium,43.96,115,31,1,4.9,debito,computer
56,57,Premium,55.62,180,12,3,1,credito,computer
28,10,Standard,59.02,130,121,4,4,debito,smart_tv
54,10,Standard,40.53,196,129,1,1.6,debito,mobile
29,47,Premium,46.38,159,138,0,4.8,credito,smart_tv
65,19,Standard,39.72,166,107,1,3.5,boleto,mobile
52,10,Standard,46.79,54,32,1,1.3,boleto,smart_tv
39,30,Basico,42.80,75,152,2,3.2,debito,mobile
44,57,Standard,20.81,110,68,5,2.6,boleto,computer
37,12,Premium,35.43,17,54,0,4,debito,mobile
71,17,Standard,58.21,134,116,0,2.4,credito,mobile
18,27,Premium,33.39,91,10,5,2.5,boleto,mobile
49,51,Premium,49.90,45,94,5,4.7,boleto,mobile
55,14,Basico,50.17,24,163,3,2.6,debito,mobile
39,30,Basico,49.43,82,147,4,4.5,boleto,smart_tv
73,43,Basico,23.09,136,139,5,4,boleto,mobile
27,22,Premium,35.06,143,94,1,4.9,credito,computer
52,49,Basico,33.08,159,51,2,1,debito,mobile
47,47,Premium,29.39,56,74,4,1,boleto,smart_tv
62,35,Premium,56.74,129,50,0,3.7,debito,mobile
74,47,Basico,32.91,147,24,5,3.6,credito,mobile
68,41,Premium,36.29,1,107,2,1.4,debito,computer
73,21,Basico,29.33,3,74,5,4.9,boleto,mobile
56,7,Basico,47.13,182,22,5,3.6,boleto,computer
19,42,Basico,56.98,67,57,2,3.9,boleto,computer
19,41,Premium,44.22,110,140,0,3.9,debito,smart_tv
30,5,Standard,56.35,45,177,1,4.6,credito,computer
59,5,Basico,51.12,73,55,5,4.3,credito,computer
71,20,Premium,24.73,52,14,4,4.4,boleto,smart_tv
69,36,Premium,45.68,96,35,3,1.6,credito,mobile
21,46,Premium,47.15,143,179,4,4.6,debito,smart_tv
56,24,Basico,51.68,132,73,0,3.2,boleto,computer
68,16,Premium,26.93,126,74,4,1,boleto,computer
58,3,Basico,20.28,189,70,3,1.9,boleto,smart_tv
27,28,Standard,39.26,44,106,2,4.7,credito,smart_tv
59,32,Basico,58.80,155,61,3,1.5,debito,computer
24,12,Basico,27.18,189,94,2,3.1,debito,smart_tv
56,16,Standard,49.58,111,136,0,4.3,credito,mobile
20,59,Basico,50.66,144,131,1,3.2,credito,computer
37,46,Basico,41.87,41,84,3,4.4,boleto,mobile
19,46,Basico,56.74,82,146,5,5,credito,smart_tv
50,56,Standard,57.19,11,48,1,2.9,boleto,mobile
22,34,Basico,45.38,108,76,5,3.6,boleto,mobile
73,23,Standard,29.19,68,177,2,1.7,debito,smart_tv
31,46,Premium,27.93,105,140,5,3,boleto,computer
59,54,Premium,54.74,194,122,2,1.1,credito,mobile
21,12,Premium,59.55,62,54,5,1.7,debito,computer
22,7,Premium,47.93,58,96,3,1.1,credito,smart_tv
40,35,Basico,20.79,79,149,2,1.7,boleto,computer
35,22,Standard,37.82,184,108,0,3,boleto,smart_tv
40,37,Basico,26.04,54,32,4,2.6,credito,smart_tv
50,24,Premium,50.93,177,157,0,1.2,credito,computer
75,2,Standard,53.56,24,155,4,2.9,debito,smart_tv
64,16,Basico,35.49,71,180,5,4.7,boleto,smart_tv
75,49,Premium,41.61,93,16,0,3.1,credito,mobile
34,8,Premium,26.02,155,39,4,1.9,debito,mobile
72,12,Standard,27.92,29,96,5,4.5,credito,computer
51,5,Basico,35.27,150,150,3,4.5,boleto,computer
41,21,Basico,34.94,95,29,3,3.3,debito,smart_tv
69,5,Premium,51.02,2,51,1,4.3,debito,smart_tv
44,30,Basico,43.93,197,43,2,3.8,boleto,computer
51,17,Premium,53.71,175,41,3,4.5,boleto,mobile
74,36,Premium,30.62,58,119,1,3.2,debito,smart_tv
36,58,Premium,57.09,91,142,0,2,credito,computer
69,4,Basico,48.78,196,89,3,4.5,credito,computer
48,37,Standard,50.15,105,43,3,1.9,credito,mobile
57,15,Basico,25.26,109,162,0,3,debito,computer
52,1,Basico,29.75,36,24,5,4.3,credito,computer
32,41,Standard,21.40,184,123,4,3.7,debito,computer
66,27,Basico,52.53,192,158,0,3.5,boleto,smart_tv
32,26,Premium,42.21,188,27,4,4,boleto,computer
35,15,Basico,54.46,75,140,4,4.5,debito,mobile
56,41,Standard,26.61,121,163,5,3.6,boleto,smart_tv
52,17,Premium,35.94,176,11,3,3.3,boleto,computer
49,55,Basico,29.62,35,150,2,3.5,credito,mobile
20,26,Standard,29.50,38,72,3,2.8,debito,mobile
41,45,Basico,40.24,38,67,4,5,credito,mobile
46,53,Premium,53.86,136,96,4,1.2,credito,mobile
68,9,Standard,38.68,25,151,3,2.2,credito,computer
64,43,Premium,57.44,89,10,1,1.2,debito,computer
71,26,Premium,40.84,180,57,3,3.7,boleto,smart_tv
44,45,Basico,48.09,10,148,5,3.8,boleto,computer
52,10,Premium,24.86,13,104,3,3.7,credito,smart_tv
48,47,Basico,25.37,182,122,3,4.8,boleto,mobile
71,40,Premium,36.59,73,80,1,3,debito,smart_tv
62,20,Basico,49.32,86,136,0,3.4,credito,mobile
75,60,Basico,50.60,112,31,1,2.6,boleto,computer
42,51,Standard,26.67,96,134,5,1,credito,smart_tv
30,54,Standard,29.55,47,66,5,2.4,boleto,mobile
56,1,Standard,45.97,142,119,4,2.2,debito,smart_tv
32,45,Basico,52.71,168,109,5,3.1,boleto,smart_tv
32,25,Standard,54.25,52,75,2,5,boleto,mobile
70,38,Premium,30.45,16,128,2,4.3,debito,smart_tv
51,51,Standard,38.80,183,66,1,2.6,credito,computer
64,50,Basico,55.30,159,165,4,3,credito,smart_tv
72,51,Standard,52.08,109,33,3,1.1,debito,computer
25,10,Basico,40.97,77,32,1,3.6,boleto,smart_tv
29,10,Premium,46.31,132,15,1,4.1,credito,mobile
50,19,Basico,27.17,44,20,1,3.6,debito,computer
64,58,Basico,30.74,185,179,2,3.9,boleto,smart_tv
59,25,Standard,35.58,10,64,1,2.6,boleto,smart_tv
33,26,Standard,58.07,200,36,4,1.2,credito,computer
39,40,Standard,56.86,191,22,1,4.8,debito,mobile
26,14,Standard,41.92,100,29,5,3.8,credito,smart_tv
63,59,Basico,24.16,34,170,4,4.3,debito,computer
75,24,Standard,25.45,26,44,2,1.3,debito,computer
30,13,Basico,47.31,51,19,5,3.2,debito,mobile
21,10,Standard,43.96,87,179,0,2.6,boleto,computer
39,3,Premium,48.11,197,172,2,3.5,debito,smart_tv
62,12,Premium,27.18,41,166,0,4.5,debito,mobile
65,22,Standard,30.32,84,101,2,3.4,boleto,smart_tv
61,34,Standard,43.05,197,179,4,4.7,credito,mobile
19,51,Standard,38.79,124,122,5,3.2,boleto,computer
23,20,Standard,25.80,160,87,3,3.9,debito,mobile
49,9,Standard,22.87,95,124,2,1.5,debito,computer
59,6,Standard,56.63,54,44,5,3.4,boleto,computer
75,51,Standard,53.13,140,161,0,2.7,credito,smart_tv
71,37,Premium,40.57,100,132,1,4.7,boleto,computer
51,16,Premium,54.86,164,58,2,3.1,credito,smart_tv
32,42,Basico,30.20,111,79,3,4.6,credito,mobile
75,4,Premium,56.52,67,167,2,3.4,boleto,smart_tv
73,53,Premium,46.61,42,61,0,4.4,boleto,mobile
75,52,Standard,59.49,75,122,2,4.4,debito,smart_tv
73,8,Standard,59.73,46,74,4,4.5,boleto,smart_tv
47,23,Standard,53.65,119,24,2,1.1,debito,smart_tv
75,32,Basico,43.49,60,149,1,3.3,credito,computer
30,18,Basico,42.27,118,133,5,3.8,debito,smart_tv
42,31,Premium,53.64,195,156,4,4.8,debito,smart_tv
62,1,Premium,50.86,40,23,1,1.5,debito,mobile
50,26,Basico,38.45,194,178,4,4.5,boleto,smart_tv
49,16,Basico,50.68,29,150,3,1,boleto,mobile
35,53,Standard,28.88,26,164,2,3.3,debito,computer
63,8,Standard,31.16,64,126,3,1,credito,smart_tv
35,38,Premium,25.54,142,70,3,2.8,debito,smart_tv
19,35,Standard,54.90,86,119,3,4.1,credito,mobile
66,26,Premium,38.95,164,162,5,3.7,debito,smart_tv
72,29,Premium,40.60,123,77,4,3.5,debito,computer
75,16,Premium,39.48,131,132,3,1.9,boleto,mobile
19,44,Standard,24.12,73,28,2,4.5,boleto,computer
20,15,Basico,41.86,133,30,5,1.6,debito,mobile
54,11,Standard,36.25,191,173,4,3.9,debito,mobile
67,38,Basico,25.89,139,50,5,3.6,credito,smart_tv
22,58,Premium,44.79,140,85,4,3.4,credito,computer
68,7,Standard,44.69,172,180,3,1.6,credito,computer
54,42,Standard,48.69,153,84,0,4.9,boleto,smart_tv
75,57,Standard,58.95,129,174,1,4,debito,smart_tv
70,1,Premium,42.70,40,69,2,4.6,credito,smart_tv
40,33,Standard,37.50,127,98,2,1.9,credito,mobile
28,39,Premium,52.28,178,154,0,1.7,debito,smart_tv
71,55,Basico,42.04,147,157,3,4,debito,mobile
48,55,Basico,29.10,15,149,1,2.3,debito,smart_tv
49,1,Standard,50.68,195,22,1,3.2,debito,smart_tv
64,31,Basico,37.03,126,100,0,4.9,credito,smart_tv
63,36,Premium,43.73,171,17,0,1.1,debito,computer
45,32,Standard,43.77,7,63,2,1.1,credito,computer
39,41,Basico,51.65,67,127,3,3.5,boleto,computer
40,10,Standard,52.91,62,70,3,4.5,credito,mobile
59,27,Standard,34.73,133,49,5,1.5,debito,computer
56,31,Premium,24.69,130,170,5,2,debito,smart_tv
30,8,Standard,35.64,188,152,0,3.3,credito,mobile
22,21,Premium,34.27,48,76,1,4.4,debito,mobile
37,30,Basico,28.63,107,165,1,3.2,boleto,smart_tv
53,60,Standard,59.85,109,125,3,4.7,debito,mobile
21,17,Basico,32.78,91,100,0,2.6,credito,computer
51,34,Basico,40.01,46,22,3,3.7,debito,computer
75,15,Premium,20.86,28,44,0,1.2,boleto,smart_tv
51,34,Standard,33.85,126,52,0,3.7,debito,smart_tv
52,59,Basico,28.09,6,14,5,5,credito,computer
31,22,Standard,40.42,188,16,4,4.1,debito,mobile
74,56,Basico,53.62,196,114,4,4.2,boleto,smart_tv
48,17,Standard,31.84,110,157,3,3.9,boleto,smart_tv
40,24,Premium,43.98,124,92,2,1.5,debito,computer
53,42,Premium,36.59,90,58,4,3.6,credito,computer
51,15,Premium,23.20,72,20,0,2,boleto,mobile
19,51,Standard,47.53,21,46,0,3.6,debito,mobile
30,7,Premium,34.64,135,49,1,4.6,credito,computer
53,44,Basico,52.74,155,11,0,3,boleto,smart_tv
45,5,Standard,26.01,63,179,3,3.6,credito,computer
