idade,genero,regiao,tipo_contrato,metodo_pagamento,plano_assinatura,valor_mensal,tempo_assinatura_meses,dias_ultimo_acesso,acessibilidade,contatos_suporte,visualizacoes_mes,tempo_medio_sessao_min,dispositivo_principal,categoria_favorita,avaliacao_conteudo_media,avaliacao_conteudo_ultimo_mes,avaliacao_plataforma,tem_avaliacao_conteudo_media,tem_avaliacao_conteudo_ultimo_mes,tem_avaliacao_plataforma,visualizacoes_por_dia,engajamento_score,risco_score,inativo_flag
28,1,1,1,1,0,24.9,14,56,0,3,0,25,1,5,2.0,,3.5,1,0,1,0.0,0.0401606425702811,0.2624999999999999,1
32,1,1,1,3,0,24.9,1,24,0,0,14,58,2,5,,,,0,0,0,0.4666666666666667,0.1460028794422975,0.14375,0
25,4,1,1,2,0,24.9,0,1,0,2,45,27,0,5,,,4.5,0,0,1,1.5,0.2131848147306206,0.0062499999999999,0
37,1,0,1,4,1,38.0,3,34,0,1,0,110,3,5,4.0,,3.0,1,0,1,0.0,0.1767068273092369,0.1937499999999999,0
29,2,3,1,2,0,24.9,4,32,0,1,0,67,1,2,,,,0,0,0,0.0,0.1076305220883534,0.175,0
18,0,1,1,4,1,38.0,6,39,0,2,0,17,0,5,2.0,,,1,0,0,0.0,0.0273092369477911,0.2062499999999999,1
34,0,3,1,1,1,38.0,30,30,0,1,2,16,1,5,1.5,,2.0,1,0,1,0.0666666666666666,0.0332499810563006,0.0,0
32,0,3,1,2,0,24.9,6,72,0,0,0,5,3,5,2.5,,3.5,1,0,1,0.0,0.0080321285140562,0.4125,1
35,0,3,1,5,1,38.0,48,6,0,1,14,174,2,1,4.0,4.5,2.0,1,1,1,0.4666666666666667,0.3323482609684019,0.0,0
44,1,4,1,2,0,24.9,5,23,0,1,11,45,3,2,4.0,3.0,4.5,1,1,1,0.3666666666666666,0.1137985905887701,0.1124999999999999,0
35,0,0,1,0,0,24.9,1,0,0,2,69,41,0,5,,,5.0,0,0,1,2.3,0.3262408123058271,0.0,0
18,1,3,1,1,0,24.9,11,68,0,2,0,25,3,2,3.0,,1.5,1,0,1,0.0,0.0401606425702811,0.3562499999999999,1
44,1,4,0,2,2,38.0,2,1,0,2,37,111,3,1,5.0,5.0,4.5,1,1,1,1.2333333333333334,0.3179358945214822,0.0,0
52,1,1,1,1,0,24.9,48,21,0,0,19,74,1,0,4.5,,4.5,1,0,1,0.6333333333333333,0.1905736152155793,0.0,0
31,3,1,1,1,1,38.0,13,23,0,3,4,29,1,2,2.5,2.0,4.0,1,1,1,0.1333333333333333,0.0616806850041676,0.0625,0
35,0,0,0,2,1,32.0,18,20,0,5,100,48,3,1,,3.5,,0,1,0,3.333333333333333,0.4544669243009774,0.0125,0
28,0,4,1,5,0,24.9,5,17,0,0,27,12,0,5,,5.0,4.5,0,1,1,0.9,0.1211639008865651,0.0749999999999999,0
43,0,4,1,2,1,38.0,14,22,0,4,0,77,2,3,4.0,5.0,3.5,1,1,1,0.0,0.1236947791164658,0.0499999999999999,0
44,0,3,0,2,1,32.0,5,44,0,1,0,11,1,0,,,4.0,0,0,1,0.0,0.0176706827309236,0.2437499999999999,1
26,0,3,1,2,0,24.9,15,5,0,1,32,153,3,2,4.0,3.5,4.0,1,1,1,1.0666666666666669,0.3665378495112525,0.0,0
38,1,1,1,2,1,38.0,3,20,0,2,109,29,1,3,,5.0,4.5,0,1,1,3.633333333333333,0.4579071000985072,0.10625,0
28,0,3,0,2,2,38.0,18,38,0,1,0,61,3,0,5.0,,1.0,1,0,1,0.0,0.0979919678714859,0.125,1
39,1,1,0,2,2,38.0,14,28,1,0,9,40,1,1,1.0,,1.5,1,0,1,0.3,0.0982192922633932,0.0874999999999999,0
65,1,1,1,1,0,24.9,7,32,0,0,0,170,3,4,2.0,,2.5,1,0,1,0.0,0.2730923694779116,0.1562499999999999,0
55,4,0,1,1,0,24.9,4,50,0,1,0,111,3,5,4.0,,3.0,1,0,1,0.0,0.1783132530120482,0.2875,1
21,1,3,1,1,0,24.9,0,1,0,0,78,46,3,4,,4.5,4.5,0,1,1,2.6,0.3682352049708267,0.0062499999999999,0
53,1,3,0,2,2,38.0,2,20,0,0,83,107,1,2,4.5,,,1,0,0,2.7666666666666666,0.4850950973706145,0.1125,0
27,0,0,1,2,0,24.9,11,62,0,2,0,49,2,2,1.5,,5.0,1,0,1,0.0,0.078714859437751,0.31875,1
41,0,3,0,2,1,32.0,48,14,0,2,38,40,0,0,4.0,4.0,1.5,1,1,1,1.2666666666666666,0.2076532545275441,0.0,0
36,0,3,0,2,0,22.0,1,15,0,0,75,95,1,1,,3.5,4.5,0,1,1,2.5,0.4356293096915966,0.0874999999999999,0
40,0,3,1,2,0,24.9,0,1,0,1,68,62,3,4,,,4.5,0,0,1,2.2666666666666666,0.3562021671592028,0.0062499999999999,0
42,4,3,0,2,2,38.0,48,16,0,0,80,105,1,4,,3.0,1.0,0,1,1,2.6666666666666665,0.4705614912480109,0.0,0
18,0,4,1,0,0,24.9,0,0,0,0,83,94,3,5,,4.5,5.0,0,1,1,2.7666666666666666,0.4642115632340683,0.0,0
37,0,1,0,2,1,32.0,0,1,0,1,19,125,1,5,,,2.0,0,0,1,0.6333333333333333,0.2725013260589528,0.0062499999999999,0
69,1,4,0,2,2,38.0,2,5,0,4,63,139,3,2,4.0,,2.5,1,0,1,2.1,0.4610290217473668,0.01875,0
19,2,3,1,4,0,24.9,18,32,0,1,0,5,1,5,2.0,,4.0,1,0,1,0.0,0.0080321285140562,0.0875,0
49,4,2,1,4,0,24.9,1,5,0,1,23,100,0,2,,3.5,2.5,0,1,1,0.7666666666666667,0.2474350231113131,0.025,0
43,4,4,1,5,0,24.9,11,10,0,1,92,122,0,2,,3.5,,0,1,0,3.066666666666667,0.5431537470637267,0.0,0
41,0,4,1,1,0,24.9,0,0,0,1,44,124,3,5,,,5.0,0,0,1,1.4666666666666666,0.3652345229976509,0.0,0
56,1,3,1,2,0,24.9,11,26,0,2,15,60,1,5,2.5,,1.0,1,0,1,0.5,0.1529893157535803,0.09375,0
27,1,1,1,2,1,38.0,18,5,0,1,27,110,3,3,5.0,3.0,3.0,1,1,1,0.9,0.2785936197620671,0.0,0
18,1,3,0,2,2,38.0,26,30,0,1,0,17,2,5,1.5,2.5,2.0,1,1,1,0.0,0.0273092369477911,0.0249999999999999,0
33,0,4,1,4,0,24.9,14,49,0,1,0,17,3,4,,,,0,0,0,0.0,0.0273092369477911,0.2187499999999999,1
55,1,3,1,2,0,24.9,7,64,0,0,0,98,1,4,4.0,,3.5,1,0,1,0.0,0.157429718875502,0.3562499999999999,1
60,0,3,1,0,0,24.9,16,38,0,2,0,41,1,5,3.0,,3.0,1,0,1,0.0,0.065863453815261,0.1375,1
33,4,3,1,1,0,24.9,7,39,0,2,0,49,3,1,4.0,,,1,0,0,0.0,0.078714859437751,0.1999999999999999,1
46,0,4,1,1,1,38.0,1,13,0,0,73,68,0,5,,,3.5,0,0,1,2.433333333333333,0.3847086459043722,0.075,0
44,1,4,1,2,0,24.9,8,3,0,0,101,110,1,5,5.0,4.0,,1,1,0,3.3666666666666667,0.5578389027809351,0.0,0
32,0,1,1,2,0,24.9,8,25,0,0,10,107,2,3,4.0,4.5,4.0,1,1,1,0.3333333333333333,0.209623399257407,0.10625,0
52,0,3,0,2,2,38.0,19,13,0,1,42,57,0,5,,4.0,,0,1,0,1.4,0.2500568310979768,0.0,0
30,0,4,1,1,1,38.0,27,21,0,3,11,132,1,5,4.0,5.0,1.5,1,1,1,0.3666666666666666,0.2535576267333485,0.0,0
32,4,3,1,1,0,24.9,13,41,0,0,0,37,1,4,2.0,,5.0,1,0,1,0.0,0.059437751004016,0.175,1
41,4,3,1,3,1,38.0,2,6,0,1,62,76,3,3,,4.0,2.0,0,1,1,2.066666666666667,0.356050617564598,0.025,0
25,1,3,1,1,1,38.0,9,20,0,0,24,19,0,0,1.5,1.0,2.5,1,1,1,0.8,0.1210881260892627,0.06875,0
18,0,0,1,2,0,24.9,14,23,0,0,13,119,1,5,4.5,3.5,4.0,1,1,1,0.4333333333333333,0.240221262408123,0.0562499999999999,0
46,1,1,0,2,2,38.0,20,21,1,2,10,128,2,2,4.0,3.0,3.0,1,1,1,0.3333333333333333,0.2433583390164431,0.0062499999999999,0
37,0,1,1,5,1,38.0,2,18,0,4,23,8,0,1,2.0,,,1,0,0,0.7666666666666667,0.0996438584526786,0.1,0
26,4,4,1,4,0,24.9,34,33,0,3,0,33,3,2,,,3.0,0,0,1,0.0,0.053012048192771,0.0,0
35,1,2,1,1,0,24.9,2,56,0,1,0,107,1,5,,,1.5,0,0,1,0.0,0.1718875502008032,0.3374999999999999,1
22,0,1,1,1,1,38.0,9,45,0,1,0,97,3,2,5.0,,4.5,1,0,1,0.0,0.1558232931726907,0.225,1
34,1,2,1,2,0,24.9,5,24,0,1,0,80,1,2,4.0,4.0,5.0,1,1,1,0.0,0.1285140562248996,0.11875,0
42,0,3,1,2,2,49.9,34,20,0,3,41,159,2,0,4.0,,4.0,1,0,1,1.3666666666666667,0.4101386678790634,0.0,0
42,0,1,0,2,1,32.0,16,17,0,1,86,131,2,0,4.5,,1.0,1,0,1,2.8666666666666667,0.5349700689550656,0.0062499999999999,0
70,1,3,0,2,1,32.0,2,12,0,2,44,110,2,2,4.0,4.5,4.0,1,1,1,1.4666666666666666,0.3427445631582935,0.0625,0
54,2,4,1,3,0,24.9,3,51,0,0,0,12,2,2,2.0,,4.5,1,0,1,0.0,0.0192771084337349,0.3,1
18,1,3,1,1,0,24.9,10,30,0,0,19,110,2,5,,4.5,2.5,0,1,1,0.6333333333333333,0.2484049405167841,0.1249999999999999,0
37,4,0,1,2,0,24.9,28,11,0,2,33,162,3,5,,5.0,4.5,0,1,1,1.1,0.3847692657422141,0.0,0
60,0,4,1,2,0,24.9,27,12,0,0,65,121,1,5,4.0,5.0,1.5,1,1,1,2.1666666666666665,0.4396605289080851,0.0,0
51,1,4,1,2,0,24.9,5,53,0,0,0,47,1,5,,,,0,0,0,0.0,0.0755020080321285,0.3,1
27,0,3,1,3,2,49.9,2,38,0,2,0,21,3,1,,,4.0,0,0,1,0.0,0.0337349397590361,0.2249999999999999,1
40,4,3,0,2,2,38.0,12,16,0,3,13,20,3,3,1.5,,1.0,1,0,1,0.4333333333333333,0.0811851178298098,0.0249999999999999,0
43,0,1,1,1,0,24.9,1,10,0,0,3,73,0,0,,4.5,2.5,0,1,1,0.1,0.128589831022202,0.05625,0
33,1,1,0,2,1,32.0,48,15,0,1,17,6,0,2,,,1.0,0,0,1,0.5666666666666667,0.0737894976130938,0.0,0
44,1,4,1,2,0,24.9,5,33,0,1,0,50,3,5,4.0,,5.0,1,0,1,0.0,0.0803212851405622,0.175,0
53,1,3,1,3,0,24.9,14,28,0,1,15,117,3,0,,,1.0,0,0,1,0.5,0.2445555808138213,0.0874999999999999,0
22,0,3,0,2,2,38.0,15,14,0,0,60,22,3,2,3.0,3.5,,1,1,0,2.0,0.26175645980147,0.0,0
54,0,1,1,2,0,24.9,5,20,0,0,66,110,2,5,4.0,3.5,4.0,1,1,1,2.2,0.4257634310828219,0.09375,0
53,1,4,0,2,2,38.0,4,15,0,1,47,198,0,0,4.0,5.0,,1,1,0,1.5666666666666669,0.4954307797226642,0.0687499999999999,0
54,4,4,1,1,1,38.0,18,9,0,3,22,44,1,0,,2.5,2.5,0,1,1,0.7333333333333333,0.1537015988482231,0.0,0
35,4,3,1,2,0,24.9,10,17,0,2,16,26,0,0,,1.5,,0,1,0,0.5333333333333333,0.1021444267636584,0.0437499999999999,0
23,1,3,1,2,1,38.0,31,25,0,3,3,9,1,1,5.0,2.0,5.0,1,1,1,0.1,0.0257785860422823,0.0,0
33,4,1,1,4,0,24.9,35,25,0,0,23,87,1,3,4.0,5.0,3.5,1,1,1,0.7666666666666667,0.226551488974767,0.0,0
38,1,3,1,1,0,24.9,2,22,0,0,8,86,3,1,,,1.0,0,0,1,0.2666666666666666,0.1683412896870501,0.1249999999999999,0
55,1,3,1,2,0,24.9,8,37,0,0,0,165,0,5,3.0,,3.0,1,0,1,0.0,0.2650602409638554,0.18125,1
18,1,1,1,2,2,49.9,1,29,0,2,11,88,3,0,,3.5,2.0,0,1,1,0.3666666666666666,0.1828748958096537,0.175,0
40,0,3,1,2,1,38.0,6,10,0,1,95,34,0,5,,,1.5,0,0,1,3.1666666666666665,0.4131090399333181,0.025,0
35,1,4,0,2,0,22.0,2,9,0,1,61,129,3,5,,,5.0,0,0,1,2.033333333333333,0.4374175949079336,0.04375,0
54,1,3,1,0,0,24.9,13,7,0,0,57,115,1,5,4.0,,,1,0,0,1.9,0.3998332954459347,0.0,0
38,0,4,1,2,0,24.9,17,26,0,2,11,103,0,0,5.0,4.5,4.5,1,1,1,0.3666666666666666,0.2069712813518223,0.05625,0
51,1,3,0,2,1,32.0,43,16,0,3,63,115,3,0,4.0,,,1,0,0,2.1,0.4224748048798969,0.0,0
49,0,3,1,2,0,24.9,23,20,0,2,84,30,3,5,4.0,5.0,2.0,1,1,1,2.8,0.365173903159809,0.0,0
26,1,3,1,1,0,24.9,38,64,0,5,0,65,2,0,4.0,,,1,0,0,0.0,0.1044176706827309,0.1624999999999999,1
51,1,3,1,1,1,38.0,3,33,0,0,0,51,3,3,4.0,,4.5,1,0,1,0.0,0.0819277108433735,0.1875,0
20,1,3,1,5,0,24.9,16,35,0,0,0,130,3,0,,,3.5,0,0,1,0.0,0.2088353413654619,0.11875,1
43,0,3,1,3,1,38.0,8,20,0,1,49,87,1,5,4.0,3.5,3.0,1,1,1,1.6333333333333333,0.3246646965219368,0.075,0
46,0,1,1,3,0,24.9,8,65,0,2,0,53,1,5,2.5,,,1,0,0,0.0,0.085140562248996,0.35625,1
39,0,3,1,1,1,38.0,7,5,0,0,27,104,2,1,4.0,,1.5,1,0,1,0.9,0.2689550655451996,0.0,0
32,1,4,1,2,0,24.9,6,34,0,2,0,8,3,1,2.5,,2.0,1,0,1,0.0,0.0128514056224899,0.1749999999999999,0
48,2,4,1,5,0,24.9,12,10,0,2,81,98,1,1,4.0,5.0,3.0,1,1,1,2.7,0.4630900962339925,0.0,0
35,1,1,1,3,0,24.9,3,53,0,4,0,94,3,5,4.0,,1.5,1,0,1,0.0,0.151004016064257,0.3125,1
39,0,4,1,3,1,38.0,15,23,0,2,3,5,3,5,2.0,,4.0,1,0,1,0.1,0.0193528832310373,0.0499999999999999,0
31,2,4,1,1,1,38.0,48,5,0,3,35,99,1,3,4.0,,3.0,1,0,1,1.1666666666666667,0.2911116162764264,0.0,0
21,4,4,1,1,0,24.9,37,56,0,1,0,44,2,0,1.0,,2.0,1,0,1,0.0,0.0706827309236947,0.1187499999999999,1
18,0,4,1,2,1,38.0,20,8,0,1,48,43,3,2,4.0,5.0,1.5,1,1,1,1.6,0.2502083806925816,0.0,0
57,1,3,1,5,2,49.9,11,3,1,1,37,35,1,0,3.5,5.0,2.5,1,1,1,1.2333333333333334,0.1958475411078275,0.0,0
38,4,3,0,2,0,22.0,24,36,0,0,0,127,0,5,,,1.5,0,0,1,0.0,0.2040160642570281,0.075,1
30,0,0,1,2,0,24.9,9,27,0,2,19,54,3,2,3.0,,2.5,1,0,1,0.6333333333333333,0.1584451011593544,0.1124999999999999,0
23,2,3,0,2,2,38.0,0,0,0,1,46,148,3,5,,4.5,1.5,0,1,1,1.5333333333333334,0.4113359096764416,0.0,0
48,4,1,1,2,1,38.0,10,15,0,0,102,150,2,4,4.0,,3.5,1,0,1,3.4,0.6258695157990453,0.0312499999999999,0
35,1,0,0,2,1,32.0,6,22,0,2,10,149,3,1,4.0,5.0,3.5,1,1,1,0.3333333333333333,0.2770932787754793,0.0999999999999999,0
18,0,3,0,2,0,22.0,35,27,0,2,12,12,3,5,5.0,4.0,2.0,1,1,1,0.4,0.0645601273016594,0.0,0
41,1,3,0,2,2,38.0,0,0,0,0,103,81,2,2,,,,0,0,0,3.433333333333333,0.5187997272107296,0.0,0
38,1,0,1,2,0,24.9,3,43,0,1,0,29,1,2,,,1.5,0,0,1,0.0,0.0465863453815261,0.25,1
18,0,1,1,5,1,38.0,8,62,0,4,0,28,2,5,,,3.0,0,0,1,0.0,0.0449799196787148,0.3375,1
47,1,3,1,0,1,38.0,37,33,0,1,0,20,3,3,2.0,,5.0,1,0,1,0.0,0.0321285140562249,0.0,0
50,1,3,1,3,0,24.9,7,17,0,0,98,79,3,5,,,2.5,0,0,1,3.2666666666666666,0.4967189512768053,0.0624999999999999,0
18,2,3,1,1,0,24.9,2,51,0,1,0,44,1,2,2.0,,3.0,1,0,1,0.0,0.0706827309236947,0.3062499999999999,1
38,4,3,1,0,1,38.0,0,0,0,2,25,128,3,2,,,3.5,0,0,1,0.8333333333333334,0.2999621126013487,0.0,0
38,1,3,1,5,0,24.9,1,17,0,2,0,9,3,5,,,3.5,0,0,1,0.0,0.0144578313253012,0.0999999999999999,0
20,0,0,1,0,0,24.9,16,2,0,0,113,49,2,2,4.0,3.0,1.0,1,1,1,3.7666666666666666,0.5051299537773736,0.0,0
56,0,3,0,2,2,38.0,6,71,0,0,0,31,1,5,,,,0,0,0,0.0,0.0497991967871485,0.4062499999999999,1
43,0,1,1,1,0,24.9,1,14,0,0,39,108,2,2,,5.0,,0,1,0,1.3,0.3206637872243691,0.0812499999999999,0
42,0,3,1,3,0,24.9,9,46,0,0,0,179,3,0,4.0,,2.0,1,0,1,0.0,0.2875502008032128,0.2312499999999999,1
25,1,1,1,5,0,24.9,12,63,0,0,0,18,3,3,,,1.5,0,0,1,0.0,0.0289156626506024,0.31875,1
54,0,3,1,4,0,24.9,8,49,0,3,0,42,3,2,2.0,,4.0,1,0,1,0.0,0.0674698795180722,0.25625,1
54,1,4,1,2,2,49.9,3,4,0,1,16,109,3,2,4.0,5.0,3.0,1,1,1,0.5333333333333333,0.2354777600969917,0.0062499999999999,0
34,3,0,1,1,0,24.9,19,23,0,1,18,74,3,2,,,3.5,0,0,1,0.6,0.1868000303099189,0.0249999999999999,0
47,4,3,1,4,1,38.0,0,0,0,1,72,140,1,2,,4.0,4.5,0,1,1,2.4,0.4965977116011215,0.0,0
28,4,0,1,2,0,24.9,5,21,0,0,5,143,3,2,1.5,,4.5,1,0,1,0.1666666666666666,0.2485868000303099,0.0999999999999999,0
47,0,4,1,2,0,24.9,7,7,0,1,37,154,1,3,4.5,3.0,3.5,1,1,1,1.2333333333333334,0.3870121997423656,0.0,0
30,0,3,1,1,0,24.9,1,0,0,0,70,91,3,2,,,2.5,0,0,1,2.333333333333333,0.4103356823520497,0.0,0
38,0,0,1,1,0,24.9,1,2,0,3,64,117,3,2,,,1.0,0,0,1,2.1333333333333333,0.4294612411911798,0.0062499999999999,0
47,2,3,1,2,0,24.9,3,14,0,2,26,70,2,5,,4.0,,0,1,0,0.8666666666666667,0.2105630067439569,0.0687499999999999,0
18,0,2,1,3,1,38.0,7,38,0,0,0,165,3,2,4.0,,1.5,1,0,1,0.0,0.2650602409638554,0.1937499999999999,1
42,1,4,1,2,0,24.9,27,29,0,0,3,128,1,0,2.0,5.0,5.0,1,1,1,0.1,0.2169432446768204,0.0125,0
18,1,3,1,1,1,38.0,1,22,0,1,12,5,0,2,,,1.5,0,0,1,0.4,0.0533151473819807,0.1312499999999999,0
26,1,0,1,5,0,24.9,9,11,0,1,65,85,2,5,2.5,,,1,0,0,2.1666666666666665,0.3818292036068803,0.0124999999999999,0
63,1,3,1,1,0,24.9,13,22,0,4,17,157,3,5,5.0,,4.0,1,0,1,0.5666666666666667,0.3163597787375918,0.0562499999999999,0
39,4,0,1,1,1,38.0,1,15,0,2,38,56,1,2,,4.0,2.5,0,1,1,1.2666666666666666,0.233356065772524,0.0874999999999999,0
45,1,3,1,4,0,24.9,5,11,0,1,36,70,0,2,,4.0,,0,1,0,1.2,0.2482988558005607,0.0374999999999999,0
40,1,0,1,2,0,24.9,7,43,0,0,0,30,3,5,4.0,,2.5,1,0,1,0.0,0.0481927710843373,0.2249999999999999,1
38,0,1,0,2,2,38.0,21,62,0,0,0,5,1,2,2.0,,2.5,1,0,1,0.0,0.0080321285140562,0.25625,1
28,0,3,1,5,1,38.0,42,36,0,1,0,117,3,2,4.0,,,1,0,0,0.0,0.1879518072289157,0.0,1
35,2,4,1,2,2,49.9,26,15,0,0,88,133,2,0,4.0,5.0,4.5,1,1,1,2.933333333333333,0.5457300901720088,0.0,0
18,1,3,0,2,0,22.0,7,22,0,2,4,20,3,0,,2.5,2.5,0,1,1,0.1333333333333333,0.0472228536788664,0.0937499999999999,0
55,4,3,1,1,1,38.0,1,6,0,4,6,21,3,0,,,1.5,0,0,1,0.2,0.0563764491929984,0.03125,0
41,0,4,1,1,0,24.9,18,49,0,0,0,21,1,2,1.0,,2.0,1,0,1,0.0,0.0337349397590361,0.1937499999999999,1
58,0,0,1,5,0,24.9,17,8,0,3,75,120,2,2,4.0,,5.0,1,0,1,2.5,0.4757899522618777,0.0,0
20,0,4,1,3,1,38.0,17,10,0,0,65,53,3,2,,,,0,0,0,2.1666666666666665,0.3304235811169205,0.0,0
18,0,3,1,2,0,24.9,13,31,1,2,0,99,3,1,4.0,,2.5,1,0,1,0.0,0.1590361445783132,0.1125,0
31,1,4,1,2,2,49.9,10,56,0,2,0,5,3,5,,,3.0,0,0,1,0.0,0.0080321285140562,0.2875,1
21,4,3,1,2,1,38.0,3,73,0,1,0,25,1,2,,,2.0,0,0,1,0.0,0.0401606425702811,0.4375,1
57,1,0,0,2,1,32.0,1,16,0,0,48,112,2,0,,,1.5,0,0,1,1.6,0.3610517541865575,0.0937499999999999,0
42,0,0,0,2,2,38.0,12,43,0,2,0,135,3,0,4.0,,,1,0,0,0.0,0.216867469879518,0.1937499999999999,1
33,2,0,1,1,0,24.9,14,27,0,0,10,11,3,5,3.5,4.5,3.0,1,1,1,0.3333333333333333,0.0554065317875274,0.0812499999999999,0
26,1,1,1,0,0,24.9,2,9,0,2,49,103,3,2,1.5,,,1,0,0,1.6333333333333333,0.3503675077669167,0.04375,0
47,1,3,1,3,0,24.9,3,13,0,3,56,88,0,0,4.0,,5.0,1,0,1,1.8666666666666667,0.3526862165643707,0.0625,0
35,4,4,1,2,1,38.0,2,21,0,2,5,5,0,1,2.0,2.0,4.5,1,1,1,0.1666666666666666,0.0269000530423581,0.1187499999999999,0
25,1,3,0,2,2,38.0,10,23,0,1,5,67,0,0,4.0,,1.5,1,0,1,0.1666666666666666,0.1264984466166553,0.0812499999999999,0
44,0,3,1,1,1,38.0,23,13,0,0,47,71,1,0,,,5.0,0,0,1,1.5666666666666669,0.2914147154656361,0.0,0
35,2,0,1,3,0,24.9,6,36,0,1,0,90,1,5,3.0,,,1,0,0,0.0,0.144578313253012,0.1875,1
40,0,1,1,3,0,24.9,39,28,0,2,10,42,3,3,4.0,,,1,0,0,0.3333333333333333,0.105205728574676,0.0,0
34,2,4,1,5,2,49.9,3,5,0,0,38,26,1,4,4.0,3.5,3.5,1,1,1,1.2666666666666666,0.1851632946881867,0.0125,0
52,4,1,1,2,0,24.9,8,30,0,2,16,35,1,0,4.0,4.5,3.5,1,1,1,0.5333333333333333,0.1166022580889596,0.1374999999999999,0
36,1,3,0,2,1,32.0,19,7,1,1,44,113,0,5,,,1.0,0,0,1,1.4666666666666666,0.3475638402667272,0.0,0
20,0,4,1,3,0,24.9,10,33,0,0,0,159,1,3,2.0,,4.0,1,0,1,0.0,0.2554216867469879,0.14375,0
27,1,4,1,1,0,24.9,3,15,0,2,51,122,1,3,,4.5,1.0,0,1,1,1.7,0.3884367659316511,0.0749999999999999,0
47,1,3,1,2,0,24.9,8,11,0,0,88,131,2,2,3.0,3.0,1.5,1,1,1,2.933333333333333,0.5425172387663864,0.0187499999999999,0
30,1,3,1,2,0,24.9,48,18,0,1,69,90,2,2,4.0,3.5,1.0,1,1,1,2.3,0.404955671743578,0.0,0
22,0,4,0,2,1,32.0,3,62,0,2,0,23,2,3,1.5,,,1,0,0,0.0,0.0369477911646586,0.36875,1
38,1,4,1,5,0,24.9,21,30,0,1,13,115,1,2,,5.0,2.5,0,1,1,0.4333333333333333,0.2337955595968781,0.0562499999999999,0
43,2,3,1,4,0,24.9,1,29,0,0,8,108,1,5,,3.0,1.5,0,1,1,0.2666666666666666,0.2036826551488975,0.175,0
50,1,3,1,4,1,38.0,11,21,0,4,5,5,1,2,,1.5,,0,1,0,0.1666666666666666,0.0269000530423581,0.0624999999999999,0
64,0,3,1,1,0,24.9,4,14,0,2,1,28,2,0,2.5,2.5,,1,1,0,0.0333333333333333,0.0487535045843752,0.0625,0
60,1,3,1,1,0,24.9,0,0,0,0,45,29,3,3,,5.0,3.5,0,1,1,1.5,0.2163976661362431,0.0,0
33,0,3,0,2,2,38.0,23,13,1,2,53,122,3,5,3.5,,,1,0,0,1.7666666666666666,0.3959839357429718,0.0,0
26,0,1,1,2,1,38.0,19,32,0,1,0,44,3,2,4.0,,4.0,1,0,1,0.0,0.0706827309236947,0.0812499999999999,0
59,1,3,1,1,0,24.9,15,18,1,0,71,60,3,0,4.0,3.0,2.5,1,1,1,2.3666666666666667,0.3643100704705615,0.01875,0
42,1,3,1,2,2,49.9,48,50,0,2,0,168,2,2,5.0,,4.5,1,0,1,0.0,0.2698795180722891,0.0125,1
44,0,4,1,2,1,38.0,5,15,0,1,44,116,3,5,4.0,4.0,4.5,1,1,1,1.4666666666666666,0.352383117375161,0.0624999999999999,0
21,0,3,0,2,1,32.0,1,9,0,1,74,82,2,0,,3.0,1.0,0,1,1,2.466666666666667,0.41097219064939,0.05,0
52,2,0,1,3,1,38.0,17,29,0,6,3,17,0,0,2.5,,3.0,1,0,1,0.1,0.0386299916647722,0.075,0
40,3,0,1,3,2,49.9,15,4,0,0,45,90,1,0,,5.0,4.0,0,1,1,1.5,0.314389634007729,0.0,0
27,2,4,0,2,2,38.0,9,5,0,1,34,101,3,4,4.0,,4.0,1,0,1,1.1333333333333333,0.2905508827763886,0.0,0
42,0,3,0,2,2,38.0,0,0,0,2,109,65,1,5,,4.0,3.5,0,1,1,3.633333333333333,0.515738425399712,0.0,0
39,0,1,1,0,1,38.0,9,13,0,1,78,101,3,2,3.0,,3.0,1,0,1,2.6,0.4565886186254452,0.025,0
56,1,4,1,1,0,24.9,3,30,0,2,4,64,1,3,,2.0,4.0,0,1,1,0.1333333333333333,0.1179055846025611,0.1687499999999999,0
42,1,3,0,2,2,38.0,12,33,0,1,0,110,0,5,3.0,,,1,0,0,0.0,0.1767068273092369,0.1312499999999999,0
31,1,4,0,2,2,38.0,2,13,0,1,64,35,0,2,4.5,4.0,1.5,1,1,1,2.1333333333333333,0.2977343335606577,0.06875,0
49,1,3,1,1,1,38.0,1,20,0,1,48,114,1,1,,4.0,3.5,0,1,1,1.6,0.36426460559218,0.11875,0
18,1,1,0,2,1,32.0,48,39,0,0,0,72,3,1,,,2.5,0,0,1,0.0,0.1156626506024096,0.0,1
18,0,3,1,2,0,24.9,16,31,0,1,0,74,1,5,4.0,,,1,0,0,0.0,0.1188755020080321,0.09375,0
19,1,4,1,5,2,49.9,1,29,0,3,3,29,1,1,,2.0,,0,1,0,0.1,0.0579071000985072,0.175,0
38,1,3,1,4,0,24.9,8,42,0,4,0,20,3,0,,,2.5,0,0,1,0.0,0.0321285140562249,0.2124999999999999,1
38,1,4,1,3,0,24.9,26,25,0,0,0,13,1,1,4.0,1.5,4.0,1,1,1,0.0,0.0208835341365461,0.0,0
63,1,2,1,2,0,24.9,7,53,0,0,0,114,2,2,5.0,,2.0,1,0,1,0.0,0.1831325301204819,0.2875,1
54,0,3,0,2,2,38.0,12,20,0,0,28,111,3,4,4.5,3.5,4.5,1,1,1,0.9333333333333332,0.2839736303705387,0.05,0
